budget,runtime,vote_average,vote_count,popularity,release_year,release_month,roi,primary_genre,revenue
25000000.0,88.0,5.8,290.0,7.994266,1991.0,3.0,2.12,Science Fiction,78000000.0
21000000.0,96.0,5.1,189.0,8.13688,1993.0,3.0,1.0,Action,42000000.0
4200000.0,114.0,6.4,217.0,8.233168,1984.0,8.0,8.13726119047619,Action,38376497.0
8700000.0,109.0,6.9,14.0,4.397712,1986.0,4.0,-0.44069977011494255,Action,4865912.0
1500000.0,92.0,6.6,370.0,8.822276,1988.0,2.0,6.870746,Action,11806119.0
7000000.0,104.0,5.7,46.0,3.705714,1978.0,8.0,1.8571428571428572,Drama,20000000.0
13000000.0,121.0,7.1,658.0,9.023282,1987.0,12.0,8.53249,Comedy,123922370.0
4000000.0,108.0,7.6,174.0,5.032469,1967.0,12.0,13.16666675,Comedy,56666667.0
25000000.0,115.0,6.0,334.0,8.369176,2000.0,3.0,2.6414704,Action,91036760.0
15000000.0,94.0,5.1,38.0,3.550711,2000.0,3.0,-0.339859,Drama,9902115.0
8500000.0,105.0,6.5,22.0,1.241671,2000.0,3.0,-0.9614802352941176,Drama,327418.0
2500000.0,112.0,7.4,69.0,4.526285,1963.0,5.0,3.0,Action,10000000.0
2000000.0,134.0,7.6,243.0,9.333533,1961.0,9.0,2.8,Drama,7600000.0
20000000.0,135.0,7.2,1122.0,10.610446,1977.0,11.0,14.18943175,Science Fiction,303788635.0
25000000.0,113.0,7.3,376.0,8.176863,1990.0,11.0,0.03860576,Drama,25965144.0
6500000.0,108.0,6.8,120.0,6.476534,1987.0,7.0,7.34083323076923,Drama,54215416.0
20000000.0,121.0,6.8,264.0,8.157587,1985.0,3.0,-0.0784,Adventure,18432000.0
6000000.0,108.0,6.4,53.0,4.57535,1986.0,3.0,0.36666666666666664,Comedy,8200000.0
30000000.0,113.0,7.0,636.0,8.524956,2000.0,3.0,0.5708765,Comedy,47126295.0
95000000.0,89.0,7.0,892.0,8.755188,2000.0,3.0,-0.19544497894736843,Adventure,76432727.0
15000000.0,106.0,5.7,160.0,11.363754,2000.0,3.0,1.333812,Crime,35007180.0
4653000.0,120.0,7.2,96.0,7.070669,1966.0,12.0,0.28949065119277884,Western,6000000.0
70000000.0,144.0,6.7,1563.0,14.508137,1991.0,12.0,3.2979260428571426,Adventure,300854823.0
2300000.0,121.0,7.6,309.0,7.186048,1978.0,9.0,14.217391304347826,Drama,35000000.0
20000000.0,107.0,7.6,1085.0,15.020845,1990.0,11.0,2.0638436,Drama,61276872.0
43000000.0,119.0,5.2,17.0,0.987196,1992.0,9.0,-0.6906976744186046,Drama,13300000.0
13000000.0,107.0,5.7,14.0,1.46034,1985.0,12.0,1.374425,Comedy,30867525.0
3800000.0,121.0,7.8,391.0,13.180457,1976.0,11.0,5.234178157894737,Drama,23689877.0
15000000.0,114.0,6.9,155.0,11.457803,1987.0,8.0,1.367301,Action,35509515.0
3700000.0,135.0,7.4,303.0,5.849522,1976.0,6.0,7.594594594594595,Drama,31800000.0
10000000.0,98.0,4.6,20.0,1.191035,1999.0,9.0,-0.4758685,Drama,5241315.0
31000000.0,118.0,7.0,473.0,10.163266,2000.0,4.0,1.1969756451612903,Crime,68106245.0
24000000.0,107.0,4.7,51.0,3.69298,2000.0,4.0,-0.48448291666666665,Action,12372410.0
24000000.0,115.0,6.1,68.0,5.269733,2000.0,4.0,0.5254164583333333,Romance,36609995.0
60000000.0,128.0,6.0,178.0,10.278274,2000.0,4.0,0.18333333333333332,Action,71000000.0
5000000.0,118.0,6.4,94.0,5.05047,1978.0,11.0,0.446,Action,7230000.0
7000000.0,97.0,6.5,125.0,14.911301,1981.0,7.0,12.637383142857143,Comedy,95461682.0
6000000.0,105.0,5.8,156.0,5.511756,1984.0,6.0,5.4059911666666665,Comedy,38435947.0
18000000.0,107.0,7.3,2129.0,18.495694,1987.0,6.0,4.457530444444444,Science Fiction,98235548.0
30000000.0,132.0,5.9,57.0,2.960942,1991.0,12.0,1.4929199666666666,Drama,74787599.0
7000000.0,102.0,7.3,2128.0,13.686715,2000.0,4.0,3.8952234285714287,Thriller,34266564.0
30000000.0,127.0,5.9,161.0,6.045585,2000.0,4.0,0.23453346666666666,Comedy,37036004.0
3800000.0,97.0,6.5,60.0,5.138367,1999.0,5.0,6.421052631578948,Comedy,28200000.0
6500000.0,125.0,7.2,227.0,6.006812,1976.0,10.0,2.339849230769231,Thriller,21709020.0
6000000.0,98.0,6.7,370.0,10.451986,1980.0,7.0,5.641057333333333,Comedy,39846344.0
14000000.0,90.0,5.6,70.0,8.25719,2000.0,4.0,-0.6350842857142858,Drama,5108820.0
20000000.0,124.0,7.5,93.0,5.733227,2000.0,4.0,0.3864059,Action,27728118.0
62000000.0,116.0,6.1,345.0,7.879924,2000.0,4.0,1.0591357258064515,Action,127666415.0
6000000.0,97.0,7.1,841.0,10.505387,1999.0,4.0,0.7348961666666667,Drama,10409377.0
20000000.0,124.0,5.8,74.0,4.620936,1992.0,11.0,-0.43047605,Crime,11390479.0
83000000.0,90.0,4.4,140.0,6.053595,2000.0,4.0,-0.2835147590361446,Science Fiction,59468275.0
15000000.0,120.0,6.9,159.0,5.833133,2000.0,4.0,1.2514116,Comedy,33771174.0
7000000.0,90.0,6.8,91.0,4.896026,2000.0,4.0,-0.46730171428571426,Comedy,3728888.0
2500000.0,117.0,6.7,107.0,9.174221,1998.0,4.0,-0.997106,Drama,7235.0
1000000.0,83.0,3.9,21.0,0.293373,1993.0,5.0,0.753979,Horror,1753979.0
103000000.0,155.0,7.9,5566.0,23.186667,2000.0,5.0,3.4431109417475727,Action,457640427.0
600000.0,99.0,6.8,98.0,4.988283,1999.0,6.0,5.666666666666667,Comedy,4000000.0
160000.0,86.0,5.7,18.0,1.391503,1974.0,5.0,24.0,Drama,4000000.0
44000000.0,118.0,3.0,259.0,5.276926,2000.0,5.0,-0.5136363636363637,Action,21400000.0
18000000.0,115.0,6.8,95.0,10.491734,2000.0,5.0,-0.044393055555555554,Drama,17200925.0
2000000.0,112.0,6.0,35.0,12.896203,2000.0,5.0,-0.2156255,Drama,1568749.0
6000000.0,90.0,6.6,239.0,11.461437,1985.0,7.0,5.823443666666667,Adventure,40940662.0
127500000.0,82.0,6.2,563.0,9.998415,2000.0,5.0,1.7784161803921568,Animation,354248063.0
16000000.0,93.0,5.9,550.0,8.00158,2000.0,5.0,6.484642375,Comedy,119754278.0
2500000.0,91.0,6.4,18.0,2.599219,1980.0,5.0,3.0,Comedy,10000000.0
2000000.0,93.0,3.4,5.0,0.228526,1997.0,9.0,-0.7705925,Drama,458815.0
125000000.0,123.0,5.9,1966.0,18.97178,2000.0,5.0,3.37110484,Adventure,546388105.0
55000000.0,110.0,6.2,756.0,10.308442,2000.0,5.0,0.03513281818181818,Adventure,56932305.0
923000.0,95.0,7.7,308.0,6.202041,1925.0,6.0,1.7085590465872156,Adventure,2500000.0
6500000.0,142.0,6.5,464.0,9.356264,1969.0,12.0,11.611460461538462,Adventure,81974493.0
14000000.0,125.0,6.6,515.0,9.781451,1977.0,7.0,12.2456195,Adventure,185438673.0
34000000.0,126.0,5.9,551.0,10.576273,1979.0,6.0,5.1855323235294115,Action,210308099.0
7000000.0,125.0,6.4,533.0,12.127492,1974.0,12.0,12.938857142857144,Adventure,97572000.0
30000000.0,98.0,5.6,514.0,7.978985,2000.0,5.0,4.798647933333333,Crime,173959438.0
4800000.0,117.0,5.9,137.0,11.53267,1980.0,2.0,3.7382654166666667,Thriller,22743674.0
6000000.0,158.0,7.3,191.0,8.522673,1961.0,4.0,3.816666666666667,Action,28900000.0
25000000.0,87.0,6.0,51.0,13.72021,1992.0,8.0,-0.57054396,Comedy,10736401.0
2600000.0,93.0,7.2,619.0,13.233262,1974.0,2.0,44.96153846153846,Western,119500000.0
10000.0,89.0,7.5,500.0,7.871001,1977.0,3.0,699.0,Drama,7000000.0
600000.0,132.0,7.8,988.0,13.295342,1965.0,12.0,24.0,Western,15000000.0
26000000.0,115.0,6.3,413.0,11.890138,1990.0,8.0,1.3649717307692308,Drama,61489265.0
4000000.0,94.0,6.1,185.0,12.650546,1981.0,11.0,30.4320645,Comedy,125728258.0
6500000.0,98.0,5.2,61.0,5.269838,1983.0,6.0,4.193733230769231,Comedy,33759266.0
9000000.0,92.0,5.0,48.0,3.208108,1985.0,3.0,1.2798783333333332,Comedy,20518905.0
35000000.0,108.0,6.0,743.0,11.736241,1990.0,11.0,0.6320090857142857,Science Fiction,57120318.0
27000000.0,101.0,6.4,713.0,9.389976,1987.0,11.0,0.41192981481481483,Action,38122105.0
22000000.0,115.0,6.6,219.0,9.763928,1984.0,12.0,0.30656163636363637,Action,28744356.0
16000000.0,91.0,5.9,81.0,15.133316,1988.0,10.0,1.0096904375,Crime,32155047.0
400000.0,93.0,6.6,1235.0,11.412619,1979.0,4.0,249.0,Adventure,100000000.0
2000000.0,95.0,7.3,981.0,11.189831,1981.0,12.0,11.300416,Adventure,24600832.0
12305523.0,107.0,5.9,765.0,12.689648,1985.0,6.0,1.9442242316722336,Action,36230219.0
17000000.0,113.0,7.0,326.0,7.290872,1987.0,3.0,0.010919529411764706,Horror,17185632.0
17000000.0,117.0,5.8,183.0,6.706262,1986.0,2.0,-0.603769294117647,Drama,6735922.0
15000000.0,114.0,5.9,174.0,7.048087,1984.0,5.0,0.1386778,Fantasy,17080167.0
7000000.0,96.0,4.9,51.0,14.054862,1988.0,2.0,1.8938535714285714,Action,20256975.0
90000000.0,118.0,6.1,1511.0,14.091765,2000.0,6.0,1.6355811,Action,237202299.0
13000000.0,93.0,5.4,14.0,5.867426,2000.0,3.0,-0.9769390769230769,Comedy,299792.0
4000000.0,100.0,6.5,68.0,3.73688,1971.0,7.0,2.0304045,Adventure,12121618.0
1600000.0,113.0,7.5,377.0,13.245638,1974.0,4.0,1.7625,Crime,4420000.0
5500000.0,118.0,6.2,73.0,11.844029,1978.0,3.0,3.3636363636363638,Horror,24000000.0
3000000.0,129.0,7.5,429.0,12.842165,1973.0,12.0,8.933333333333334,Crime,29800000.0
1821052.0,111.0,7.9,128.0,11.046411,1951.0,6.0,-0.2861269200440185,Drama,1300000.0
3000000.0,110.0,6.4,70.0,4.506948,1974.0,4.0,3.2666666666666666,Crime,12800000.0
25000000.0,99.0,7.1,727.0,11.109932,1986.0,5.0,-0.56,Action,11000000.0
16000000.0,94.0,5.4,107.0,10.070988,2000.0,6.0,0.28921075,Comedy,20627372.0
46000000.0,99.0,5.5,316.0,7.420019,2000.0,6.0,1.330358652173913,Action,107196498.0
75000000.0,94.0,6.3,320.0,7.515631,2000.0,6.0,-0.5099382133333333,Animation,36754634.0
3000000.0,96.0,7.2,44.0,2.753674,1999.0,9.0,1.0,Drama,6000000.0
45000000.0,84.0,6.5,1190.0,11.834245,2000.0,6.0,3.9963236444444443,Animation,224834564.0
51000000.0,116.0,6.1,956.0,9.95456,2000.0,6.0,1.9268823333333334,Comedy,149270999.0
110000000.0,165.0,6.8,1130.0,15.960788,2000.0,6.0,0.9572212909090909,Drama,215294342.0
76000000.0,88.0,3.9,89.0,11.880936,2000.0,6.0,-0.5376997368421053,Action,35134820.0
120000000.0,130.0,6.2,609.0,18.911961,2000.0,3.0,1.7146386416666666,Drama,325756637.0
1500000.0,101.0,5.2,107.0,6.241185,1984.0,11.0,14.208274,Action,22812411.0
2410000.0,100.0,5.0,65.0,9.110348,1985.0,3.0,3.4628410788381743,Action,10755447.0
2500000.0,100.0,6.1,52.0,2.291511,1990.0,3.0,9.5544,Comedy,26386000.0
2142000.0,112.0,5.4,6.0,1.424722,1973.0,6.0,-0.31932773109243695,Adventure,1458000.0
1978000.0,104.0,6.1,7.0,0.760855,1972.0,6.0,4.055611729019211,Action,10000000.0
65000000.0,104.0,6.0,242.0,15.045725,2000.0,7.0,0.07230769230769231,Fantasy,69700000.0
19000000.0,88.0,6.0,1468.0,12.446738,2000.0,7.0,13.63261952631579,Comedy,278019771.0
1200000.0,85.0,6.5,101.0,4.928139,1999.0,9.0,1.1666666666666667,Comedy,2600000.0
8200000.0,107.0,6.4,525.0,10.403992,1984.0,2.0,8.760414878048781,Drama,80035402.0
6000000.0,144.0,6.2,38.0,8.441279,1946.0,12.0,2.4,Western,20400000.0
75000000.0,104.0,6.8,4172.0,0.954467,2000.0,7.0,2.9511936933333334,Adventure,296339527.0
15000000.0,105.0,4.7,15.0,1.991904,2000.0,7.0,-0.6521668,Thriller,5217498.0
100000000.0,130.0,6.3,504.0,9.500497,2000.0,7.0,0.55464351,Drama,155464351.0
30000000.0,84.0,6.4,201.0,7.554848,1999.0,7.0,3.4649756666666667,Adventure,133949270.0
3500000.0,113.0,6.3,39.0,3.502655,1977.0,7.0,3.5714285714285716,Action,16000000.0
35000000.0,100.0,6.7,265.0,11.787942,1991.0,5.0,0.8202857142857143,Comedy,63710000.0
2000000.0,88.0,6.6,218.0,5.378481,1972.0,8.0,8.008145,Comedy,18016290.0
3000000.0,85.0,7.5,176.0,5.165666,1975.0,6.0,5.724580666666666,History,20173742.0
84000000.0,106.0,4.7,338.0,6.671316,2000.0,7.0,0.4679517261904762,Fantasy,123307945.0
45000000.0,100.0,5.8,590.0,15.650836,2000.0,7.0,1.5314772,Comedy,113916474.0
95000000.0,112.0,5.6,645.0,7.912103,2000.0,8.0,1.0022468947368421,Action,190213455.0
65000000.0,130.0,6.3,407.0,7.45761,2000.0,7.0,0.9828328,Action,128884132.0
10000000.0,93.0,6.3,115.0,5.13955,2000.0,1.0,1.6330482,Crime,26330482.0
6000000.0,89.0,5.5,65.0,8.976337,1993.0,4.0,1.2682326666666666,Drama,13609396.0
4000000.0,144.0,7.2,191.0,8.418662,1970.0,6.0,0.3,Adventure,5200000.0
3000000.0,97.0,6.3,97.0,8.733192,1988.0,7.0,1.427617,Action,7282851.0
3500000.0,86.0,5.9,108.0,11.841506,1988.0,6.0,0.2530045714285714,Fantasy,4385516.0
30000000.0,101.0,5.2,12.0,3.034244,1994.0,10.0,-0.8939775333333333,Drama,3180674.0
33000000.0,107.0,6.0,442.0,13.234894,2000.0,8.0,2.1562376666666667,Horror,104155843.0
1000000.0,107.0,5.9,44.0,2.80298,1999.0,12.0,9.03739,Adventure,10037390.0
12000000.0,85.0,7.1,1020.0,15.698222,1988.0,12.0,5.56301475,Comedy,78756177.0
23000000.0,85.0,6.6,556.0,9.794569,1991.0,6.0,2.7795830869565217,Comedy,86930411.0
3100000.0,118.0,7.3,143.0,6.63816,1953.0,4.0,5.451612903225806,Drama,20000000.0
35000000.0,124.0,4.7,108.0,11.932675,1984.0,11.0,-0.5915303428571429,Adventure,14296438.0
40000000.0,117.0,5.6,136.0,9.800232,2000.0,8.0,-0.245022375,Crime,30199105.0
28000000.0,98.0,5.8,574.0,6.402888,2000.0,8.0,2.230354607142857,Comedy,90449929.0
25000000.0,87.0,4.4,107.0,11.430964,2000.0,9.0,-0.36625568,Action,15843608.0
8500000.0,119.0,6.4,106.0,6.03633,2000.0,9.0,1.2500471764705883,Action,19125401.0
60000000.0,122.0,7.4,807.0,9.086699,2000.0,9.0,-0.21027185,Drama,47383689.0
25000000.0,110.0,6.4,104.0,11.839267,2000.0,9.0,-0.98957752,Mystery,260562.0
14000000.0,97.0,4.4,102.0,12.243528,2000.0,9.0,1.7553115714285714,Horror,38574362.0
12800000.0,140.0,7.7,392.0,10.684806,2000.0,5.0,2.127490546875,Drama,40031879.0
1000000.0,94.0,6.3,26.0,1.795849,2000.0,2.0,0.744858,Comedy,1744858.0
30000000.0,113.0,7.4,835.0,6.587726,2000.0,9.0,3.556889433333333,Drama,136706683.0
1000000.0,94.0,6.9,464.0,10.81305,1987.0,9.0,13.564027,Horror,14564027.0
3000000.0,97.0,6.3,227.0,8.541732,1988.0,12.0,3.030245,Horror,12090735.0
5000000.0,93.0,5.3,160.0,6.546551,1992.0,9.0,1.5069922,Horror,12534961.0
1580000.0,105.0,5.4,35.0,3.013584,1961.0,7.0,3.430379746835443,Adventure,7000000.0
5115000.0,100.0,6.7,108.0,12.53841,1966.0,8.0,1.346041055718475,Adventure,12000000.0
63600000.0,102.0,4.8,147.0,6.047757,2000.0,10.0,-0.6947642610062893,Action,19412993.0
55000000.0,108.0,6.6,1743.0,14.178281,2000.0,10.0,5.008073545454545,Comedy,330444045.0
4500000.0,102.0,7.9,2525.0,6.874828,2000.0,10.0,0.6422462222222223,Crime,7390108.0
24000000.0,84.0,5.7,35.0,3.755409,2000.0,10.0,-0.42916666666666664,Comedy,13700000.0
1000000.0,81.0,4.2,58.0,4.734765,1984.0,11.0,34.0,Comedy,35000000.0
5000000.0,110.0,7.4,774.0,12.158424,2000.0,5.0,21.0,Drama,110000000.0
48000000.0,93.0,5.6,526.0,8.781588,2000.0,10.0,0.8829835,Fantasy,90383208.0
40000000.0,122.0,7.0,447.0,10.479723,2000.0,10.0,0.392685275,Drama,55707411.0
22000000.0,95.0,6.0,79.0,9.41834,2000.0,10.0,-0.38381872727272726,Family,13555988.0
92000000.0,98.0,5.6,1253.0,9.774985,2000.0,11.0,1.870712445652174,Action,264105545.0
80000000.0,126.0,6.4,259.0,9.034884,2000.0,11.0,-0.5067571625,Fantasy,39459427.0
32000000.0,129.0,7.0,556.0,7.177649,2000.0,9.0,0.52546590625,Drama,48814909.0
80000000.0,106.0,5.4,271.0,8.534176,2000.0,11.0,-0.5817003875,Thriller,33463969.0
7200000.0,120.0,6.3,562.0,12.00491,1971.0,12.0,15.113825972222223,Adventure,116019547.0
82000000.0,123.0,5.7,603.0,8.41311,2000.0,11.0,0.17177410975609755,Science Fiction,96085477.0
35000000.0,106.0,5.5,120.0,13.349518,2000.0,11.0,0.05083702857142857,Drama,36779296.0
123000000.0,104.0,6.2,1440.0,11.642462,2000.0,11.0,1.8060276666666666,Family,345141403.0
85000000.0,100.0,5.1,327.0,7.668752,2000.0,10.0,1.1601384823529413,Comedy,183611771.0
13500000.0,124.0,6.8,129.0,5.387711,2000.0,11.0,-0.47697214814814815,Drama,7060876.0
75000000.0,106.0,6.9,1994.0,14.67855,2000.0,11.0,2.308241613333333,Science Fiction,248118121.0
17000000.0,120.0,7.2,949.0,19.944953,2000.0,10.0,11.560337411764706,Adventure,213525736.0
35000000.0,107.0,3.9,159.0,4.884311,2000.0,12.0,-0.5661359714285714,Action,15185241.0
75000000.0,124.0,5.9,287.0,6.548229,2000.0,12.0,1.87551812,Action,215663859.0
25000000.0,132.0,6.5,109.0,7.492912,1984.0,5.0,-0.65546152,Action,8613462.0
40000000.0,130.0,6.2,447.0,12.189038,1987.0,6.0,3.779647425,Action,191185897.0
6000000.0,84.0,7.1,134.0,6.759181,1986.0,8.0,-0.025058833333333332,Animation,5849647.0
15000000.0,126.0,7.0,557.0,11.672701,1987.0,12.0,1.9232046,Crime,43848069.0
14000000.0,145.0,6.7,403.0,13.617646,1989.0,12.0,10.500121285714286,Drama,161001698.0
4000000.0,110.0,6.7,46.0,6.865513,1988.0,12.0,-0.132857,Drama,3468572.0
20000000.0,97.0,6.5,144.0,6.526379,1985.0,5.0,1.2916566,Comedy,45833132.0
10000000.0,103.0,7.7,2953.0,14.014025,2000.0,9.0,7.3557872,Thriller,83557872.0
15000000.0,123.0,5.1,41.0,5.764399,1988.0,10.0,0.40215113333333335,Comedy,21032267.0
25000000.0,121.0,6.8,979.0,8.9256,2000.0,12.0,5.10001372,Comedy,152500343.0
13000000.0,83.0,5.3,523.0,10.890236,2000.0,12.0,4.629286384615384,Comedy,73180723.0
100000000.0,78.0,7.2,1544.0,12.297375,2000.0,12.0,0.69327687,Adventure,169327687.0
70000000.0,127.0,6.1,1021.0,9.963079,2000.0,12.0,4.344452957142857,Comedy,374111707.0
43000000.0,136.0,7.0,305.0,10.536255,2000.0,12.0,0.8616224186046512,Drama,80049764.0
10000000.0,111.0,6.4,288.0,7.886926,2000.0,12.0,0.2008642,Horror,12008642.0
90000000.0,143.0,7.5,3304.0,21.296343,2000.0,12.0,3.773690466666667,Adventure,429632142.0
10000000.0,140.0,6.4,25.0,2.492547,2000.0,9.0,-0.4835596,Drama,5164404.0
45000000.0,111.0,6.1,987.0,9.510762,2000.0,12.0,3.7111111111111112,Comedy,212000000.0
26000000.0,106.0,7.3,1144.0,12.434175,2000.0,8.0,1.7641664230769232,Action,71868327.0
28000000.0,99.0,4.6,150.0,6.000716,2000.0,12.0,0.17858346428571428,Thriller,33000337.0
80000000.0,145.0,6.9,192.0,10.204559,2000.0,12.0,-0.567915675,Drama,34566746.0
48000000.0,147.0,6.9,573.0,8.338222,2000.0,12.0,3.3232442708333334,Thriller,207515725.0
8000000.0,92.0,6.6,149.0,12.691457,2000.0,5.0,0.034877125,Drama,8279017.0
50000000.0,127.0,6.2,203.0,8.997507,1982.0,6.0,0.14118006,Comedy,57059003.0
10000000.0,105.0,5.8,108.0,5.402262,1991.0,6.0,1.5196249,Comedy,25196249.0
12000000.0,167.0,6.5,63.0,4.73816,1960.0,10.0,-0.3416666666666667,Action,7900000.0
6500000.0,111.0,6.7,67.0,10.092348,1986.0,4.0,-0.6389230769230769,Crime,2347000.0
30000000.0,108.0,5.8,156.0,8.142166,2001.0,1.0,-0.39347966666666667,Action,18195610.0
13000000.0,112.0,6.3,359.0,4.794088,2001.0,1.0,6.0029443076923075,Drama,91038276.0
1000000.0,88.0,6.8,27.0,7.554807,2000.0,12.0,-0.220863,Comedy,779137.0
35000000.0,123.0,6.6,221.0,12.806634,2001.0,1.0,-0.16,Crime,29400000.0
11000000.0,81.0,5.7,60.0,7.715908,2001.0,1.0,0.20699572727272728,Crime,13276953.0
35000000.0,103.0,5.4,433.0,8.056016,2001.0,1.0,1.7065294,Comedy,94728529.0
3000000.0,100.0,7.3,80.0,15.170192,1987.0,9.0,0.073856,Comedy,3221568.0
20000000.0,100.0,6.1,627.0,9.200336,1987.0,5.0,13.9982518,Action,299965036.0
15000000.0,105.0,6.8,985.0,8.503483,1984.0,11.0,20.090698533333335,Action,316360478.0
1800000.0,94.0,6.7,167.0,9.104462,1987.0,8.0,16.568796111111112,Drama,31623833.0
10000000.0,99.0,6.0,67.0,2.849779,1987.0,11.0,-0.9986,Science Fiction,14000.0
35000000.0,153.0,7.3,491.0,10.220906,1987.0,12.0,-0.36460868571428573,Drama,22238696.0
3000000.0,92.0,5.5,40.0,5.712291,1987.0,5.0,6.8364606666666665,Comedy,23509382.0
350000.0,85.0,7.3,913.0,10.421679,1981.0,10.0,83.0,Horror,29400000.0
55000000.0,107.0,4.3,29.0,3.986985,1987.0,5.0,-0.7386330727272727,Action,14375181.0
23000000.0,89.0,3.5,227.0,9.327986,1987.0,7.0,1.2556962173913044,Adventure,51881013.0
8500000.0,97.0,6.8,545.0,9.099731,1987.0,7.0,2.7908902352941176,Horror,32222567.0
6000000.0,89.0,5.5,130.0,8.525782,1987.0,2.0,6.120199333333334,Fantasy,42721196.0
22000000.0,106.0,5.1,196.0,7.106954,1987.0,8.0,-0.21198318181818182,Action,17336370.0
12000000.0,82.0,6.8,146.0,7.075534,1987.0,8.0,-0.6858341666666666,Horror,3769990.0
14000000.0,86.0,5.3,73.0,5.594987,2001.0,2.0,-0.255395,Comedy,10424470.0
87000000.0,131.0,6.4,1296.0,2.48875,2001.0,2.0,3.0424398620689654,Crime,351692268.0
22000000.0,90.0,5.4,155.0,8.526823,2001.0,2.0,-0.12038322727272727,Comedy,19351569.0
10000000.0,83.0,6.6,68.0,4.195694,2001.0,1.0,3.446085,Science Fiction,44460850.0
40000000.0,119.0,6.4,292.0,14.840318,2001.0,2.0,0.6438557,Drama,65754228.0
75000000.0,93.0,4.2,79.0,8.893957,2001.0,2.0,-0.9278731066666667,Adventure,5409517.0
62000000.0,125.0,5.8,181.0,4.76448,2001.0,2.0,-0.6980616935483871,Action,18720175.0
57000000.0,123.0,5.8,453.0,9.958406,2001.0,3.0,1.5937725087719299,Action,147845033.0
1900000.0,104.0,6.5,14.0,1.075939,2000.0,8.0,0.08989789473684211,Comedy,2070806.0
60000000.0,120.0,5.7,194.0,12.149946,2001.0,3.0,-0.060667,Action,56359980.0
20000000.0,199.0,6.5,41.0,3.961342,1965.0,2.0,-0.22633335,Drama,15473333.0
3000000.0,146.0,7.3,41.0,6.409512,1960.0,6.0,2.466666666666667,Drama,10400000.0
2000000.0,104.0,5.9,42.0,2.921405,1980.0,9.0,4.5,Science Fiction,11000000.0
4000000.0,93.0,5.4,117.0,13.90542,1990.0,9.0,3.21337175,Action,16853487.0
15000000.0,110.0,5.3,219.0,6.600651,1991.0,7.0,1.0068478,Thriller,30102717.0
23000000.0,98.0,6.1,86.0,7.338188,1991.0,8.0,-0.6767510434782609,Action,7434726.0
7000000.0,100.0,4.5,31.0,3.132019,1983.0,4.0,-0.8219798571428572,Comedy,1246141.0
31000000.0,110.0,6.5,124.0,5.55237,1990.0,12.0,0.1425611935483871,Comedy,35419397.0
15000000.0,119.0,6.8,340.0,0.338943,1986.0,8.0,-0.4252714,Crime,8620929.0
7920000.0,140.0,6.7,121.0,11.162277,1978.0,10.0,0.8383944444444444,Mystery,14560084.0
2900000.0,121.0,6.4,71.0,9.460843,1974.0,8.0,13.830370689655172,Crime,43008075.0
1250000.0,88.0,5.3,62.0,4.412794,1984.0,8.0,1.7299976,Horror,3412497.0
68000000.0,131.0,7.2,1023.0,10.704813,2001.0,3.0,0.4261216176470588,War,96976270.0
50000000.0,101.0,5.3,111.0,12.280827,2001.0,3.0,0.59917198,Action,79958599.0
9000000.0,113.0,8.1,4168.0,15.450789,2000.0,10.0,3.4136773333333332,Mystery,39723096.0
35000000.0,88.0,5.5,893.0,9.576745,2001.0,3.0,3.226690857142857,Action,147934180.0
11000000.0,95.0,4.9,75.0,4.63422,2001.0,3.0,1.1300696363636364,Comedy,23430766.0
21000000.0,109.0,6.2,97.0,6.226933,2001.0,2.0,0.3337362857142857,Drama,28008462.0
2000000.0,154.0,7.6,537.0,5.958138,2000.0,6.0,9.4542335,Drama,20908467.0
60000000.0,104.0,6.1,408.0,13.214068,2001.0,4.0,0.7529760166666667,Crime,105178561.0
53000000.0,124.0,7.4,1352.0,12.332223,2001.0,4.0,0.5713640754716981,Crime,83282296.0
16000000.0,93.0,6.0,143.0,10.264597,2000.0,7.0,3.2757046875,Adventure,68411275.0
1000000.0,119.0,7.3,4.0,0.202478,2001.0,3.0,-0.147794,Crime,852206.0
25000000.0,97.0,6.6,1397.0,10.780524,2001.0,4.0,10.2771918,Comedy,281929795.0
17700000.0,91.0,5.5,247.0,10.442468,2001.0,4.0,0.7507172316384181,Mystery,30987695.0
21150000.0,92.0,4.7,149.0,6.640385,2001.0,4.0,0.864712718676123,Adventure,39438674.0
25000000.0,170.0,8.0,3017.0,11.299673,1983.0,12.0,1.63538812,Action,65884703.0
94000000.0,116.0,4.5,180.0,5.310558,2001.0,4.0,-0.41760917021276595,Action,54744738.0
90000000.0,104.0,4.1,18.0,1.901065,2001.0,4.0,-0.8847523222222222,Comedy,10372291.0
98000000.0,130.0,6.0,2258.0,16.945657,2001.0,4.0,3.4185027959183674,Adventure,433013274.0
31115000.0,248.0,6.7,148.0,8.591238,1963.0,6.0,1.2818576249397398,Drama,71000000.0
27000000.0,117.0,5.8,130.0,9.848674,1983.0,7.0,-0.38816814814814815,Fantasy,16519460.0
17000000.0,136.0,6.9,87.0,5.036929,1982.0,8.0,0.7477748235294117,Comedy,29712172.0
12000000.0,104.0,7.0,14.0,4.497919,1993.0,11.0,-0.8580598333333334,Comedy,1703282.0
40000000.0,138.0,6.5,20.0,10.336913,1991.0,11.0,-0.4199389,Music,23202444.0
2200000.0,99.0,6.6,123.0,6.127903,1970.0,12.0,61.0,Drama,136400000.0
65000000.0,132.0,6.6,933.0,10.90061,2001.0,5.0,0.8074995846153846,Adventure,117487473.0
